commit	metric	n_trades	mc_p	status	description
baseline	0.9016	17	0.2804	keep	baseline ADR 0054 LOCKED (lookback=20, exit=10, atr=2.0)
P6v6s6_donchian_raw_r50	13.1624	5.8195	43	33.19	ok	v6 4H sweep#6 donchian_raw random #50 (atr_period=18_atr_stop_mult=5.9959_exit_lookback_n=4_lookback_n=19)
P6v6s6_donchian_raw_r51	7.6022	3.1704	50	28.51	ok	v6 4H sweep#6 donchian_raw random #51 (atr_period=10_atr_stop_mult=2.467_exit_lookback_n=4_lookback_n=16)
P6v6s6_donchian_raw_r52	11.9307	5.5446	38	30.27	ok	v6 4H sweep#6 donchian_raw random #52 (atr_period=11_atr_stop_mult=2.8106_exit_lookback_n=10_lookback_n=18)
P6v6s6_donchian_raw_r53	13.2572	5.6611	47	45.70	ok	v6 4H sweep#6 donchian_raw random #53 (atr_period=10_atr_stop_mult=3.6304_exit_lookback_n=7_lookback_n=13)
P6v6s6_donchian_raw_r54	10.9562	4.4701	53	42.60	ok	v6 4H sweep#6 donchian_raw random #54 (atr_period=9_atr_stop_mult=3.7723_exit_lookback_n=8_lookback_n=9)
P6v6s6_donchian_raw_r55	19.3754	8.5665	43	56.98	ok	v6 4H sweep#6 donchian_raw random #55 (atr_period=10_atr_stop_mult=2.4375_exit_lookback_n=7_lookback_n=14)
P6v6s6_donchian_raw_r56	18.1160	8.1633	41	53.03	ok	v6 4H sweep#6 donchian_raw random #56 (atr_period=20_atr_stop_mult=4.868_exit_lookback_n=7_lookback_n=15)
P6v6s6_donchian_raw_r57	6.3582	2.5095	58	26.22	ok	v6 4H sweep#6 donchian_raw random #57 (atr_period=6_atr_stop_mult=1.6554_exit_lookback_n=5_lookback_n=13)
P6v6s6_donchian_raw_r58	17.6152	8.5755	34	41.87	ok	v6 4H sweep#6 donchian_raw random #58 (atr_period=19_atr_stop_mult=2.772_exit_lookback_n=8_lookback_n=19)
P6v6s6_donchian_raw_r59	13.7373	6.7733	33	32.05	ok	v6 4H sweep#6 donchian_raw random #59 (atr_period=11_atr_stop_mult=3.253_exit_lookback_n=10_lookback_n=21)
P6v6s6_donchian_raw_r60	17.8195	7.4313	50	48.27	ok	v6 4H sweep#6 donchian_raw random #60 (atr_period=18_atr_stop_mult=4.7965_exit_lookback_n=6_lookback_n=11)
P6v6s6_donchian_raw_r61	6.5146	2.4685	65	18.35	ok	v6 4H sweep#6 donchian_raw random #61 (atr_period=14_atr_stop_mult=3.8013_exit_lookback_n=6_lookback_n=7)
P6v6s6_donchian_raw_r62	8.8939	3.7672	48	23.17	ok	v6 4H sweep#6 donchian_raw random #62 (atr_period=10_atr_stop_mult=5.6826_exit_lookback_n=4_lookback_n=18)
P6v6s6_donchian_raw_r63	15.5901	6.9577	42	50.18	ok	v6 4H sweep#6 donchian_raw random #63 (atr_period=13_atr_stop_mult=2.8023_exit_lookback_n=6_lookback_n=16)
P6v6s6_donchian_raw_r64	11.1054	4.4396	56	38.54	ok	v6 4H sweep#6 donchian_raw random #64 (atr_period=14_atr_stop_mult=6.0873_exit_lookback_n=7_lookback_n=8)
P6v6s6_donchian_raw_r65	7.8605	3.3847	46	21.89	ok	v6 4H sweep#6 donchian_raw random #65 (atr_period=9_atr_stop_mult=3.2757_exit_lookback_n=5_lookback_n=18)
P6v6s6_donchian_raw_r66	12.7852	5.2163	53	40.99	ok	v6 4H sweep#6 donchian_raw random #66 (atr_period=6_atr_stop_mult=2.6888_exit_lookback_n=4_lookback_n=14)
P6v6s6_donchian_raw_r67	20.2900	10.0042	33	45.04	ok	v6 4H sweep#6 donchian_raw random #67 (atr_period=5_atr_stop_mult=2.6121_exit_lookback_n=10_lookback_n=19)
P6v6s6_donchian_raw_r68	6.0811	2.7139	42	26.97	ok	v6 4H sweep#6 donchian_raw random #68 (atr_period=14_atr_stop_mult=1.8003_exit_lookback_n=10_lookback_n=17)
P6v6s6_donchian_raw_r69	12.8701	5.4087	49	39.29	ok	v6 4H sweep#6 donchian_raw random #69 (atr_period=13_atr_stop_mult=3.3643_exit_lookback_n=7_lookback_n=11)
P6v6s6_donchian_raw_r70	12.7233	5.7333	41	31.81	ok	v6 4H sweep#6 donchian_raw random #70 (atr_period=7_atr_stop_mult=6.1262_exit_lookback_n=5_lookback_n=20)
P6v6s6_donchian_raw_HELDOUT	-1.3554	-1.3554	23	-4.74	heldout_single	v6 4H sweep#6 donchian_raw HELDOUT — sign-flip (+10.47→-1.36) train Sharpe=10.47
P6v6s6_rsi_mean_reversion_g1	-999.0000	-0.3065	40	-0.95	ok	v6 4H sweep#6 rsi_mean_reversion grid #1 (atr_period=14_atr_stop_mult=1.5_rsi_high=50_rsi_low=20_rsi_period=7)
P6v6s6_rsi_mean_reversion_g2	-999.0000	0.8965	35	5.29	ok	v6 4H sweep#6 rsi_mean_reversion grid #2 (atr_period=14_atr_stop_mult=2.0_rsi_high=50_rsi_low=20_rsi_period=7)
P6v6s6_rsi_mean_reversion_g3	5.6251	2.7385	34	19.43	ok	v6 4H sweep#6 rsi_mean_reversion grid #3 (atr_period=14_atr_stop_mult=3.0_rsi_high=50_rsi_low=20_rsi_period=7)
P6v6s6_rsi_mean_reversion_g4	0.6335	0.2883	40	2.34	ok	v6 4H sweep#6 rsi_mean_reversion grid #4 (atr_period=14_atr_stop_mult=1.5_rsi_high=55_rsi_low=20_rsi_period=7)
P6v6s6_rsi_mean_reversion_g5	2.8522	1.3716	35	3.02	ok	v6 4H sweep#6 rsi_mean_reversion grid #5 (atr_period=14_atr_stop_mult=2.0_rsi_high=55_rsi_low=20_rsi_period=7)
P6v6s6_rsi_mean_reversion_g6	6.6537	3.2392	34	17.50	ok	v6 4H sweep#6 rsi_mean_reversion grid #6 (atr_period=14_atr_stop_mult=3.0_rsi_high=55_rsi_low=20_rsi_period=7)
P6v6s6_rsi_mean_reversion_g7	4.0396	1.8385	40	19.64	ok	v6 4H sweep#6 rsi_mean_reversion grid #7 (atr_period=14_atr_stop_mult=1.5_rsi_high=65_rsi_low=20_rsi_period=7)
P6v6s6_rsi_mean_reversion_g8	-999.0000	1.3499	35	5.29	ok	v6 4H sweep#6 rsi_mean_reversion grid #8 (atr_period=14_atr_stop_mult=2.0_rsi_high=65_rsi_low=20_rsi_period=7)
P6v6s6_rsi_mean_reversion_g9	4.6000	2.2681	33	22.07	ok	v6 4H sweep#6 rsi_mean_reversion grid #9 (atr_period=14_atr_stop_mult=3.0_rsi_high=65_rsi_low=20_rsi_period=7)
P6v6s6_rsi_mean_reversion_g10	-1.6668	-0.6350	64	-11.50	ok	v6 4H sweep#6 rsi_mean_reversion grid #10 (atr_period=14_atr_stop_mult=1.5_rsi_high=50_rsi_low=25_rsi_period=7)
P6v6s6_rsi_mean_reversion_g11	-1.1807	-0.4631	59	-11.29	ok	v6 4H sweep#6 rsi_mean_reversion grid #11 (atr_period=14_atr_stop_mult=2.0_rsi_high=50_rsi_low=25_rsi_period=7)
P6v6s6_rsi_mean_reversion_g12	-999.0000	-0.0466	51	-1.44	ok	v6 4H sweep#6 rsi_mean_reversion grid #12 (atr_period=14_atr_stop_mult=3.0_rsi_high=50_rsi_low=25_rsi_period=7)
P6v6s6_rsi_mean_reversion_g13	-0.5131	-0.1966	63	-8.81	ok	v6 4H sweep#6 rsi_mean_reversion grid #13 (atr_period=14_atr_stop_mult=1.5_rsi_high=55_rsi_low=25_rsi_period=7)
P6v6s6_rsi_mean_reversion_g14	0.6385	0.2520	58	-2.36	ok	v6 4H sweep#6 rsi_mean_reversion grid #14 (atr_period=14_atr_stop_mult=2.0_rsi_high=55_rsi_low=25_rsi_period=7)
P6v6s6_rsi_mean_reversion_g15	1.4646	0.6108	50	4.22	ok	v6 4H sweep#6 rsi_mean_reversion grid #15 (atr_period=14_atr_stop_mult=3.0_rsi_high=55_rsi_low=25_rsi_period=7)
P6v6s6_rsi_mean_reversion_g16	-999.0000	-1.8083	62	-30.32	ok	v6 4H sweep#6 rsi_mean_reversion grid #16 (atr_period=14_atr_stop_mult=1.5_rsi_high=65_rsi_low=25_rsi_period=7)
P6v6s6_rsi_mean_reversion_g17	-999.0000	-0.4106	58	-10.64	ok	v6 4H sweep#6 rsi_mean_reversion grid #17 (atr_period=14_atr_stop_mult=2.0_rsi_high=65_rsi_low=25_rsi_period=7)
P6v6s6_rsi_mean_reversion_g18	-999.0000	0.0446	46	-5.23	ok	v6 4H sweep#6 rsi_mean_reversion grid #18 (atr_period=14_atr_stop_mult=3.0_rsi_high=65_rsi_low=25_rsi_period=7)
P6v6s6_rsi_mean_reversion_g19	-999.0000	-0.2116	106	-1.15	ok	v6 4H sweep#6 rsi_mean_reversion grid #19 (atr_period=14_atr_stop_mult=1.5_rsi_high=50_rsi_low=30_rsi_period=7)
P6v6s6_rsi_mean_reversion_g20	-999.0000	-1.9835	89	-38.87	ok	v6 4H sweep#6 rsi_mean_reversion grid #20 (atr_period=14_atr_stop_mult=2.0_rsi_high=50_rsi_low=30_rsi_period=7)
P6v6s6_rsi_mean_reversion_g21	-999.0000	-0.2450	74	-4.36	ok	v6 4H sweep#6 rsi_mean_reversion grid #21 (atr_period=14_atr_stop_mult=3.0_rsi_high=50_rsi_low=30_rsi_period=7)
P6v6s6_rsi_mean_reversion_g22	-1.6564	-0.5407	102	-9.40	ok	v6 4H sweep#6 rsi_mean_reversion grid #22 (atr_period=14_atr_stop_mult=1.5_rsi_high=55_rsi_low=30_rsi_period=7)
P6v6s6_rsi_mean_reversion_g23	-999.0000	-2.1586	84	-43.08	ok	v6 4H sweep#6 rsi_mean_reversion grid #23 (atr_period=14_atr_stop_mult=2.0_rsi_high=55_rsi_low=30_rsi_period=7)
P6v6s6_rsi_mean_reversion_g24	-999.0000	-0.1038	69	-3.29	ok	v6 4H sweep#6 rsi_mean_reversion grid #24 (atr_period=14_atr_stop_mult=3.0_rsi_high=55_rsi_low=30_rsi_period=7)
P6v6s6_rsi_mean_reversion_g25	-999.0000	-1.3396	95	-21.95	ok	v6 4H sweep#6 rsi_mean_reversion grid #25 (atr_period=14_atr_stop_mult=1.5_rsi_high=65_rsi_low=30_rsi_period=7)
P6v6s6_rsi_mean_reversion_g26	-999.0000	-2.3150	78	-46.34	ok	v6 4H sweep#6 rsi_mean_reversion grid #26 (atr_period=14_atr_stop_mult=2.0_rsi_high=65_rsi_low=30_rsi_period=7)
P6v6s6_rsi_mean_reversion_g27	-999.0000	-0.0880	60	-3.73	ok	v6 4H sweep#6 rsi_mean_reversion grid #27 (atr_period=14_atr_stop_mult=3.0_rsi_high=65_rsi_low=30_rsi_period=7)
P6v6s6_rsi_mean_reversion_g28	-999.0000	-1.0341	135	-23.25	ok	v6 4H sweep#6 rsi_mean_reversion grid #28 (atr_period=14_atr_stop_mult=1.5_rsi_high=50_rsi_low=35_rsi_period=7)
P6v6s6_rsi_mean_reversion_g29	-999.0000	-1.4653	118	-32.40	ok	v6 4H sweep#6 rsi_mean_reversion grid #29 (atr_period=14_atr_stop_mult=2.0_rsi_high=50_rsi_low=35_rsi_period=7)
P6v6s6_rsi_mean_reversion_g30	-999.0000	-0.5117	96	-11.57	ok	v6 4H sweep#6 rsi_mean_reversion grid #30 (atr_period=14_atr_stop_mult=3.0_rsi_high=50_rsi_low=35_rsi_period=7)
P6v6s6_rsi_mean_reversion_r1	-999.0000	-1.2522	97	-27.32	ok	v6 4H sweep#6 rsi_mean_reversion random #1 (atr_period=13_atr_stop_mult=1.875_rsi_high=40_rsi_low=29_rsi_period=7)
P6v6s6_rsi_mean_reversion_r2	-999.0000	-0.0282	80	-4.69	ok	v6 4H sweep#6 rsi_mean_reversion random #2 (atr_period=18_atr_stop_mult=3.6665_rsi_high=74_rsi_low=27_rsi_period=4)
P6v6s6_rsi_mean_reversion_r3	0.1259	0.0497	58	3.00	ok	v6 4H sweep#6 rsi_mean_reversion random #3 (atr_period=7_atr_stop_mult=2.0068_rsi_high=72_rsi_low=28_rsi_period=8)
P6v6s6_rsi_mean_reversion_r4	1.0987	0.5106	38	-3.03	ok	v6 4H sweep#6 rsi_mean_reversion random #4 (atr_period=13_atr_stop_mult=4.3729_rsi_high=71_rsi_low=29_rsi_period=8)
P6v6s6_rsi_mean_reversion_r5	-999.0000	0.9399	2	10.81	ok	v6 4H sweep#6 rsi_mean_reversion random #5 (atr_period=19_atr_stop_mult=3.9858_rsi_high=59_rsi_low=10_rsi_period=8)
P6v6s6_rsi_mean_reversion_r6	-999.0000	-0.6889	205	-16.08	ok	v6 4H sweep#6 rsi_mean_reversion random #6 (atr_period=17_atr_stop_mult=3.5797_rsi_high=33_rsi_low=28_rsi_period=3)
P6v6s6_rsi_mean_reversion_r7	-999.0000	11.8905	9	39.06	ok	v6 4H sweep#6 rsi_mean_reversion random #7 (atr_period=12_atr_stop_mult=3.9119_rsi_high=81_rsi_low=18_rsi_period=9)
P6v6s6_rsi_mean_reversion_r8	-999.0000	2.8094	4	10.89	ok	v6 4H sweep#6 rsi_mean_reversion random #8 (atr_period=12_atr_stop_mult=3.6676_rsi_high=57_rsi_low=13_rsi_period=8)
P6v6s6_rsi_mean_reversion_r9	11.8178	6.2625	28	40.75	ok	v6 4H sweep#6 rsi_mean_reversion random #9 (atr_period=8_atr_stop_mult=4.7922_rsi_high=78_rsi_low=21_rsi_period=7)
P6v6s6_rsi_mean_reversion_r10	-999.0000	5.9074	6	24.01	ok	v6 4H sweep#6 rsi_mean_reversion random #10 (atr_period=15_atr_stop_mult=3.4788_rsi_high=74_rsi_low=16_rsi_period=9)
P6v6s6_rsi_mean_reversion_r11	-999.0000	-0.2370	65	0.26	ok	v6 4H sweep#6 rsi_mean_reversion random #11 (atr_period=10_atr_stop_mult=2.7118_rsi_high=68_rsi_low=23_rsi_period=5)
P6v6s6_rsi_mean_reversion_r12	-999.0000	-0.9781	85	-9.70	ok	v6 4H sweep#6 rsi_mean_reversion random #12 (atr_period=9_atr_stop_mult=4.1707_rsi_high=74_rsi_low=18_rsi_period=3)
P6v6s6_rsi_mean_reversion_r13	-999.0000	-2.9734	57	-44.33	ok	v6 4H sweep#6 rsi_mean_reversion random #13 (atr_period=20_atr_stop_mult=2.5918_rsi_high=59_rsi_low=24_rsi_period=6)
P6v6s6_rsi_mean_reversion_r14	-999.0000	-0.9646	41	-11.54	ok	v6 4H sweep#6 rsi_mean_reversion random #14 (atr_period=20_atr_stop_mult=3.6789_rsi_high=61_rsi_low=29_rsi_period=9)
P6v6s6_rsi_mean_reversion_r15	-1.0106	-0.4153	52	-9.75	ok	v6 4H sweep#6 rsi_mean_reversion random #15 (atr_period=18_atr_stop_mult=3.772_rsi_high=43_rsi_low=23_rsi_period=6)
P6v6s6_rsi_mean_reversion_r16	-999.0000	0.7002	5	-4.28	ok	v6 4H sweep#6 rsi_mean_reversion random #16 (atr_period=20_atr_stop_mult=2.424_rsi_high=38_rsi_low=16_rsi_period=10)
P6v6s6_rsi_mean_reversion_r17	0.8038	0.5799	15	7.45	ok	v6 4H sweep#6 rsi_mean_reversion random #17 (atr_period=11_atr_stop_mult=2.7586_rsi_high=36_rsi_low=21_rsi_period=10)
P6v6s6_rsi_mean_reversion_r18	3.4402	1.6748	34	11.61	ok	v6 4H sweep#6 rsi_mean_reversion random #18 (atr_period=7_atr_stop_mult=2.2615_rsi_high=68_rsi_low=26_rsi_period=10)
P6v6s6_rsi_mean_reversion_r19	3.8711	1.8616	35	14.45	ok	v6 4H sweep#6 rsi_mean_reversion random #19 (atr_period=11_atr_stop_mult=2.4811_rsi_high=71_rsi_low=14_rsi_period=5)
P6v6s6_rsi_mean_reversion_r20	-999.0000	-1.4964	114	-28.92	ok	v6 4H sweep#6 rsi_mean_reversion random #20 (atr_period=8_atr_stop_mult=1.9546_rsi_high=67_rsi_low=25_rsi_period=4)
P6v6s6_rsi_mean_reversion_r21	1.2741	0.4239	96	-0.27	ok	v6 4H sweep#6 rsi_mean_reversion random #21 (atr_period=17_atr_stop_mult=3.4659_rsi_high=33_rsi_low=25_rsi_period=5)
P6v6s6_rsi_mean_reversion_r22	-999.0000	-1.2867	100	-21.56	ok	v6 4H sweep#6 rsi_mean_reversion random #22 (atr_period=16_atr_stop_mult=3.7038_rsi_high=47_rsi_low=29_rsi_period=5)
P6v6s6_rsi_mean_reversion_r23	-999.0000	0.5094	34	-1.71	ok	v6 4H sweep#6 rsi_mean_reversion random #23 (atr_period=11_atr_stop_mult=4.0019_rsi_high=66_rsi_low=24_rsi_period=8)
P6v6s6_rsi_mean_reversion_r24	-999.0000	1.8671	3	23.24	ok	v6 4H sweep#6 rsi_mean_reversion random #24 (atr_period=17_atr_stop_mult=4.3018_rsi_high=74_rsi_low=14_rsi_period=10)
P6v6s6_rsi_mean_reversion_r25	82.1111	57.2169	16	88.99	ok	v6 4H sweep#6 rsi_mean_reversion random #25 (atr_period=12_atr_stop_mult=3.139_rsi_high=97_rsi_low=26_rsi_period=7)
P6v6s6_rsi_mean_reversion_r26	-999.0000	-0.7966	103	-16.88	ok	v6 4H sweep#6 rsi_mean_reversion random #26 (atr_period=11_atr_stop_mult=2.9508_rsi_high=58_rsi_low=17_rsi_period=3)
P6v6s6_rsi_mean_reversion_r27	-999.0000	2.6807	13	13.91	ok	v6 4H sweep#6 rsi_mean_reversion random #27 (atr_period=15_atr_stop_mult=3.2717_rsi_high=64_rsi_low=13_rsi_period=6)
P6v6s6_rsi_mean_reversion_r28	-999.0000	-0.9311	7	7.46	ok	v6 4H sweep#6 rsi_mean_reversion random #28 (atr_period=7_atr_stop_mult=3.8598_rsi_high=44_rsi_low=11_rsi_period=6)
P6v6s6_rsi_mean_reversion_r29	6.3936	3.1125	34	32.08	ok	v6 4H sweep#6 rsi_mean_reversion random #29 (atr_period=9_atr_stop_mult=2.5221_rsi_high=69_rsi_low=20_rsi_period=7)
P6v6s6_rsi_mean_reversion_r30	-999.0000	-0.1489	42	-7.80	ok	v6 4H sweep#6 rsi_mean_reversion random #30 (atr_period=13_atr_stop_mult=2.6491_rsi_high=43_rsi_low=20_rsi_period=6)
P6v6s6_rsi_mean_reversion_r31	-999.0000	-0.0374	65	1.89	ok	v6 4H sweep#6 rsi_mean_reversion random #31 (atr_period=10_atr_stop_mult=4.4195_rsi_high=43_rsi_low=25_rsi_period=6)
P6v6s6_rsi_mean_reversion_r32	-0.3867	-0.1201	120	-10.71	ok	v6 4H sweep#6 rsi_mean_reversion random #32 (atr_period=10_atr_stop_mult=3.5186_rsi_high=44_rsi_low=26_rsi_period=4)
P6v6s6_rsi_mean_reversion_r33	-999.0000	-1.8890	56	-32.59	ok	v6 4H sweep#6 rsi_mean_reversion random #33 (atr_period=9_atr_stop_mult=2.0478_rsi_high=60_rsi_low=25_rsi_period=7)
P6v6s6_rsi_mean_reversion_r34	-999.0000	-2.4449	60	-37.92	ok	v6 4H sweep#6 rsi_mean_reversion random #34 (atr_period=13_atr_stop_mult=2.2533_rsi_high=60_rsi_low=26_rsi_period=7)
P6v6s6_rsi_mean_reversion_r35	4.5356	2.5802	24	12.91	ok	v6 4H sweep#6 rsi_mean_reversion random #35 (atr_period=15_atr_stop_mult=3.0305_rsi_high=38_rsi_low=20_rsi_period=8)
P6v6s6_rsi_mean_reversion_r36	3.2926	2.3751	15	7.70	ok	v6 4H sweep#6 rsi_mean_reversion random #36 (atr_period=19_atr_stop_mult=3.0802_rsi_high=43_rsi_low=18_rsi_period=8)
P6v6s6_rsi_mean_reversion_r37	-999.0000	-0.8600	142	-15.54	ok	v6 4H sweep#6 rsi_mean_reversion random #37 (atr_period=14_atr_stop_mult=2.6166_rsi_high=34_rsi_low=26_rsi_period=4)
P6v6s6_rsi_mean_reversion_r38	-999.0000	-0.0640	6	3.58	ok	v6 4H sweep#6 rsi_mean_reversion random #38 (atr_period=16_atr_stop_mult=3.0814_rsi_high=32_rsi_low=14_rsi_period=8)
P6v6s6_rsi_mean_reversion_r39	-999.0000	0.6807	3	7.34	ok	v6 4H sweep#6 rsi_mean_reversion random #39 (atr_period=16_atr_stop_mult=2.8529_rsi_high=45_rsi_low=13_rsi_period=10)
P6v6s6_rsi_mean_reversion_r40	17.1158	10.1493	22	56.27	ok	v6 4H sweep#6 rsi_mean_reversion random #40 (atr_period=13_atr_stop_mult=2.973_rsi_high=90_rsi_low=28_rsi_period=8)
P6v6s6_rsi_mean_reversion_r41	-999.0000	-0.4248	82	-4.36	ok	v6 4H sweep#6 rsi_mean_reversion random #41 (atr_period=13_atr_stop_mult=2.7461_rsi_high=43_rsi_low=19_rsi_period=4)
P6v6s6_rsi_mean_reversion_r42	-999.0000	-0.2971	40	-9.91	ok	v6 4H sweep#6 rsi_mean_reversion random #42 (atr_period=16_atr_stop_mult=2.5331_rsi_high=65_rsi_low=12_rsi_period=4)
P6v6s6_rsi_mean_reversion_r43	-999.0000	5.7174	6	21.54	ok	v6 4H sweep#6 rsi_mean_reversion random #43 (atr_period=7_atr_stop_mult=3.2951_rsi_high=72_rsi_low=16_rsi_period=9)
P6v6s6_rsi_mean_reversion_r44	9.0389	6.5202	15	22.53	ok	v6 4H sweep#6 rsi_mean_reversion random #44 (atr_period=11_atr_stop_mult=3.0784_rsi_high=55_rsi_low=20_rsi_period=9)
P6v6s6_rsi_mean_reversion_r45	23.3265	14.8708	19	73.96	ok	v6 4H sweep#6 rsi_mean_reversion random #45 (atr_period=13_atr_stop_mult=2.6956_rsi_high=78_rsi_low=24_rsi_period=10)
P6v6s6_rsi_mean_reversion_r46	-999.0000	-1.0997	12	5.84	ok	v6 4H sweep#6 rsi_mean_reversion random #46 (atr_period=20_atr_stop_mult=2.1098_rsi_high=70_rsi_low=12_rsi_period=6)
P6v6s6_rsi_mean_reversion_r47	-999.0000	-0.9968	60	-12.24	ok	v6 4H sweep#6 rsi_mean_reversion random #47 (atr_period=20_atr_stop_mult=2.4359_rsi_high=48_rsi_low=20_rsi_period=5)
P6v6s6_rsi_mean_reversion_r48	-999.0000	-1.8912	66	-21.99	ok	v6 4H sweep#6 rsi_mean_reversion random #48 (atr_period=19_atr_stop_mult=4.2575_rsi_high=44_rsi_low=26_rsi_period=6)
P6v6s6_rsi_mean_reversion_r49	-999.0000	2.7892	4	11.68	ok	v6 4H sweep#6 rsi_mean_reversion random #49 (atr_period=19_atr_stop_mult=3.3177_rsi_high=59_rsi_low=10_rsi_period=7)
P6v6s6_rsi_mean_reversion_r50	-999.0000	-1.5484	126	-28.36	ok	v6 4H sweep#6 rsi_mean_reversion random #50 (atr_period=15_atr_stop_mult=3.0945_rsi_high=27_rsi_low=24_rsi_period=4)
P6v6s6_rsi_mean_reversion_r51	-999.0000	-0.8464	104	-21.56	ok	v6 4H sweep#6 rsi_mean_reversion random #51 (atr_period=13_atr_stop_mult=2.5371_rsi_high=35_rsi_low=26_rsi_period=5)
P6v6s6_rsi_mean_reversion_r52	-999.0000	-0.8799	59	-23.36	ok	v6 4H sweep#6 rsi_mean_reversion random #52 (atr_period=17_atr_stop_mult=2.4847_rsi_high=35_rsi_low=25_rsi_period=7)
P6v6s6_rsi_mean_reversion_r53	-999.0000	2.5438	6	8.85	ok	v6 4H sweep#6 rsi_mean_reversion random #53 (atr_period=7_atr_stop_mult=3.3972_rsi_high=56_rsi_low=10_rsi_period=6)
P6v6s6_rsi_mean_reversion_r54	-999.0000	-0.2230	63	-4.19	ok	v6 4H sweep#6 rsi_mean_reversion random #54 (atr_period=18_atr_stop_mult=2.8142_rsi_high=28_rsi_low=16_rsi_period=4)
P6v6s6_rsi_mean_reversion_r55	-999.0000	0.8403	2	8.25	ok	v6 4H sweep#6 rsi_mean_reversion random #55 (atr_period=14_atr_stop_mult=3.6257_rsi_high=61_rsi_low=12_rsi_period=9)
P6v6s6_rsi_mean_reversion_r56	-999.0000	-1.5991	88	-27.69	ok	v6 4H sweep#6 rsi_mean_reversion random #56 (atr_period=9_atr_stop_mult=2.1002_rsi_high=56_rsi_low=24_rsi_period=5)
P6v6s6_rsi_mean_reversion_r57	-999.0000	-1.3869	100	-29.67	ok	v6 4H sweep#6 rsi_mean_reversion random #57 (atr_period=14_atr_stop_mult=1.8441_rsi_high=38_rsi_low=27_rsi_period=6)
P6v6s6_rsi_mean_reversion_r58	-999.0000	-1.2508	56	-17.07	ok	v6 4H sweep#6 rsi_mean_reversion random #58 (atr_period=14_atr_stop_mult=3.7208_rsi_high=60_rsi_low=29_rsi_period=7)
P6v6s6_rsi_mean_reversion_r59	-999.0000	-2.3378	89	-35.30	ok	v6 4H sweep#6 rsi_mean_reversion random #59 (atr_period=7_atr_stop_mult=2.088_rsi_high=65_rsi_low=14_rsi_period=3)
P6v6s6_rsi_mean_reversion_r60	-999.0000	1.0699	24	18.92	ok	v6 4H sweep#6 rsi_mean_reversion random #60 (atr_period=7_atr_stop_mult=2.0429_rsi_high=95_rsi_low=24_rsi_period=8)
P6v6s6_rsi_mean_reversion_r61	-999.0000	-1.4940	52	-23.00	ok	v6 4H sweep#6 rsi_mean_reversion random #61 (atr_period=11_atr_stop_mult=4.1528_rsi_high=73_rsi_low=11_rsi_period=3)
P6v6s6_rsi_mean_reversion_r62	-999.0000	-1.1828	39	-11.67	ok	v6 4H sweep#6 rsi_mean_reversion random #62 (atr_period=19_atr_stop_mult=4.4859_rsi_high=49_rsi_low=17_rsi_period=5)
P6v6s6_rsi_mean_reversion_r63	-999.0000	-0.1791	23	-5.34	ok	v6 4H sweep#6 rsi_mean_reversion random #63 (atr_period=15_atr_stop_mult=4.4097_rsi_high=38_rsi_low=10_rsi_period=4)
P6v6s6_rsi_mean_reversion_r64	1.9375	0.9432	34	5.58	ok	v6 4H sweep#6 rsi_mean_reversion random #64 (atr_period=19_atr_stop_mult=3.2216_rsi_high=70_rsi_low=24_rsi_period=8)
P6v6s6_rsi_mean_reversion_r65	2.7540	2.0629	14	5.29	ok	v6 4H sweep#6 rsi_mean_reversion random #65 (atr_period=13_atr_stop_mult=2.8522_rsi_high=36_rsi_low=16_rsi_period=7)
P6v6s6_rsi_mean_reversion_r66	-999.0000	-1.3986	170	-30.56	ok	v6 4H sweep#6 rsi_mean_reversion random #66 (atr_period=18_atr_stop_mult=3.4915_rsi_high=27_rsi_low=28_rsi_period=4)
P6v6s6_rsi_mean_reversion_r67	-999.0000	0.2088	34	4.01	ok	v6 4H sweep#6 rsi_mean_reversion random #67 (atr_period=12_atr_stop_mult=3.4773_rsi_high=31_rsi_low=18_rsi_period=6)
P6v6s6_rsi_mean_reversion_r68	-999.0000	-1.6895	76	-24.69	ok	v6 4H sweep#6 rsi_mean_reversion random #68 (atr_period=11_atr_stop_mult=4.1016_rsi_high=57_rsi_low=27_rsi_period=5)
P6v6s6_rsi_mean_reversion_r69	-999.0000	1.5647	32	10.17	ok	v6 4H sweep#6 rsi_mean_reversion random #69 (atr_period=19_atr_stop_mult=4.5799_rsi_high=52_rsi_low=23_rsi_period=8)
P6v6s6_rsi_mean_reversion_r70	-999.0000	-0.9578	89	-17.65	ok	v6 4H sweep#6 rsi_mean_reversion random #70 (atr_period=7_atr_stop_mult=2.2536_rsi_high=38_rsi_low=29_rsi_period=7)
P6v6s6_rsi_mean_reversion_HELDOUT	-6.7938	-6.7938	11	-49.41	heldout_single	v6 4H sweep#6 rsi_mean_reversion HELDOUT — sign-flip (+57.22→-6.79) train Sharpe=57.22
P6v6s6_bollinger_breakout_g1	-999.0000	1.1607	76	16.19	ok	v6 4H sweep#6 bollinger_breakout grid #1 (atr_period=14_atr_stop_mult=2.0_bb_k=1.5_bb_period=10)
P6v6s6_bollinger_breakout_g2	4.9182	1.7987	72	15.18	ok	v6 4H sweep#6 bollinger_breakout grid #2 (atr_period=14_atr_stop_mult=3.0_bb_k=1.5_bb_period=10)
